User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Elliott Palmer","Lee Khan",Nurse,"2021-10-01 04:32:41",547,Incoming,0
"Elliott Palmer","William Holmes",Carer,"2021-09-25 06:52:29",367,Incoming,97
"Elliott Palmer","Alison Johnson",Carer,"2021-10-09 03:28:55",485,Incoming,8
"Elliott Palmer","Nick Marshall",Nurse,"2021-08-21 05:00:47",575,Incoming,13
"Elliott Palmer","Layla Griffiths",Carer,"2021-08-24 03:30:34",676,Incoming,3
"Elliott Palmer","Elliott Lloyd",Nurse,"2021-08-26 01:04:35",357,Incoming,62
"Elliott Palmer","Dennis Bailey",Carer,"2021-09-17 04:42:42",840,Outgoing,76
"Elliott Palmer","Nikki Rogers",Nurse,"2021-10-15 07:03:49",117,Outgoing,63
"Elliott Palmer","Amy Morris",Nurse,"2021-09-30 07:19:30",500,Incoming,21
"Elliott Palmer","Dominic Miller",Carer,"2021-09-26 03:06:29",156,Incoming,91
"Elliott Palmer","Amy Morris",Nurse,"2021-09-21 05:49:02",69,Outgoing,25
"Elliott Palmer","Imogen White",Nurse,"2021-09-04 12:10:27",152,Outgoing,40
"Elliott Palmer","Ross Rose",Carer,"2021-10-19 10:58:17",3355,Incoming,33
"Elliott Palmer","Noah Walker",Carer,"2021-10-21 03:01:58",3593,Outgoing,24
"Elliott Palmer","Emily Jackson",Carer,"2021-10-21 06:00:20",9152,Incoming,75
"Elliott Palmer","Alexander Watson",Carer,"2021-10-14 05:14:43",9707,Incoming,14
"Elliott Palmer","Becky Smith",Nurse,"2021-10-16 01:13:07",5707,Outgoing,67
"Elliott Palmer","Ken Bell",Nurse,"2021-10-16 11:23:38",3413,Incoming,36
"Elliott Palmer","Melissa Powell",Nurse,"2021-10-18 12:51:41",7950,Incoming,55
"Elliott Palmer","Sebastian Campbell",Carer,"2021-10-14 08:30:15",3560,Incoming,94
"Elliott Palmer","Scott Simpson",Nurse,"2021-10-20 06:49:17",2941,Incoming,6
"Elliott Palmer","Ben Mitchell",Nurse,"2021-10-20 06:01:15",9984,Outgoing,26
"Elliott Palmer","James Clark",Carer,"2021-10-12 10:54:16",6270,Outgoing,33
"Elliott Palmer","Barry Edwards",Nurse,"2021-10-13 02:40:28",237,Incoming,9
"Elliott Palmer","Chelsea Carter",Carer,"2021-10-17 06:03:42",8551,Outgoing,86
"Elliott Palmer","Joel Richardson",Carer,"2021-10-12 06:17:51",9439,Outgoing,31
"Elliott Palmer","Chelsea Carter",Carer,"2021-10-18 01:49:50",9185,Incoming,4
"Elliott Palmer","Joanne Reid",Nurse,"2021-10-14 05:56:01",8480,Outgoing,58
"Elliott Palmer","Cameron Patel",Carer,"2021-10-17 04:22:54",8886,Incoming,58
"Elliott Palmer","Justine Edwards",Nurse,"2021-10-19 12:34:49",2528,Outgoing,60
"Elliott Palmer","Justine Owen",Nurse,"2021-10-20 11:39:47",3422,Outgoing,20
"Elliott Palmer","Elliott Murray",Nurse,"2021-10-19 06:48:27",6574,Outgoing,98
"Elliott Palmer","Elliot Green",Nurse,"2021-10-19 09:32:54",7439,Incoming,76
"Elliott Palmer","Poppy Evans",Carer,"2021-10-15 01:46:33",8445,Incoming,26
"Elliott Palmer","Dominic Miller",Carer,"2021-10-14 05:21:36",8546,Incoming,97
"Elliott Palmer","Adam Robinson",Carer,"2021-10-19 01:40:29",1509,Incoming,75
"Elliott Palmer","James Clark",Carer,"2021-10-18 12:08:25",9156,Incoming,7
"Elliott Palmer","Jennifer Stevens",Nurse,"2021-10-13 03:39:53",5575,Incoming,31
"Elliott Palmer","Toby Richardson",Carer,"2021-10-16 12:36:01",9439,Incoming,52
"Elliott Palmer","Joe Watson",Carer,"2021-10-14 10:01:59",6804,Incoming,18
"Elliott Palmer","Becky Smith",Nurse,"2021-10-19 10:33:44",9197,Outgoing,84
"Elliott Palmer","Poppy Evans",Carer,"2021-10-15 02:39:25",6628,Outgoing,78
"Elliott Palmer","Louis Adams",Carer,"2021-10-14 04:15:52",9110,Incoming,79
"Elliott Palmer","Amber James",Nurse,"2021-10-17 01:05:51",3091,Incoming,90
"Elliott Palmer","Danielle Bailey",Nurse,"2021-10-12 05:51:46",7636,Incoming,27
"Elliott Palmer","Evelyn Collins",Nurse,"2021-10-15 03:07:41",2375,Outgoing,20
"Elliott Palmer","Matilda Johnson",Carer,"2021-10-18 02:37:58",4443,Outgoing,58
"Elliott Palmer","Jamie Ellis",Nurse,"2021-10-19 03:21:46",3335,Outgoing,76
"Elliott Palmer","Tony Harris",Carer,"2021-10-16 08:44:43",222,Incoming,82
"Elliott Palmer","Archie Parker",Carer,"2021-10-17 09:14:52",6092,Incoming,45
"Elliott Palmer","Sonia Khan",Nurse,"2021-10-18 10:25:27",9836,Outgoing,9
"Elliott Palmer","Jamie Ellis",Nurse,"2021-10-20 01:41:56",7683,Outgoing,57
"Elliott Palmer","Barry Edwards",Nurse,"2021-10-19 02:39:39",6059,Incoming,86
"Elliott Palmer","Phoebe Martin",Carer,"2021-10-17 01:54:41",4241,Incoming,54
"Elliott Palmer","Elliott Lloyd",Nurse,"2021-10-16 11:06:51",3432,Incoming,98
"Elliott Palmer","Nikki Miller",Carer,"2021-10-12 02:08:34",7762,Incoming,5
"Elliott Palmer","Harrison Stevens",Carer,"2021-10-13 06:13:40",7918,Incoming,29
"Elliott Palmer","Sebastian Campbell",Carer,"2021-10-13 02:45:30",3959,Incoming,21
"Elliott Palmer","James Clark",Carer,"2021-10-16 04:10:13",1542,Incoming,67
"Elliott Palmer","Jeremy Lloyd",Nurse,"2021-10-13 02:12:39",1390,Incoming,76
"Elliott Palmer","Noah Walker",Carer,"2021-10-17 04:45:53",1156,Incoming,21
"Elliott Palmer","Adam Anderson",Carer,"2021-10-18 08:38:54",4397,Outgoing,61
"Peter Cook","James Clark",Carer,"2021-09-20 07:12:25",885,Incoming,26
"Peter Cook","Noah Walker",Carer,"2021-09-19 09:50:39",43,Outgoing,17
"Peter Cook","Joe Watson",Carer,"2021-09-01 08:18:09",204,Incoming,29
"Peter Cook","Elliot Green",Nurse,"2021-08-23 12:35:08",542,Outgoing,0
"Peter Cook","Steve Powell",Carer,"2021-08-30 12:31:24",796,Incoming,28
"Peter Cook","Jasmine King",Carer,"2021-09-18 08:28:32",349,Incoming,76
"Peter Cook","Peter Robinson",Carer,"2021-10-13 02:46:08",823,Outgoing,61
"Peter Cook","Matilda Johnson",Carer,"2021-08-28 05:36:14",322,Outgoing,15
"Peter Cook","Lee Khan",Nurse,"2021-09-19 02:17:01",696,Incoming,23
"Peter Cook","Mandy Holmes",Nurse,"2021-10-09 12:36:27",541,Incoming,60
"Peter Cook","Elliott Lloyd",Nurse,"2021-08-23 04:11:56",492,Incoming,82
"Peter Cook","Louis Adams",Carer,"2021-09-09 02:18:12",763,Incoming,13
"Peter Cook","Nikki Rogers",Nurse,"2021-09-01 03:01:08",976,Outgoing,59
"Peter Cook","Noah Walker",Carer,"2021-09-20 07:51:21",955,Incoming,31
"Peter Cook","Abigail Matthews",Carer,"2021-09-21 11:40:55",334,Incoming,8
"Peter Cook","Louis Adams",Carer,"2021-10-18 05:52:10",179,Incoming,58
"Peter Cook","Barry Edwards",Nurse,"2021-10-10 10:00:30",56,Incoming,18
"Peter Cook","Peter Turner",Nurse,"2021-08-19 03:31:26",750,Outgoing,88
"Peter Cook","Adam Anderson",Carer,"2021-09-17 04:17:17",887,Incoming,80
"Peter Cook","Laura Hill",Carer,"2021-08-26 08:10:54",956,Outgoing,88
"Peter Cook","Samantha Martin",Nurse,"2021-09-28 08:57:01",970,Incoming,33
"Peter Cook","Charlotte Morris",Nurse,"2021-08-31 09:24:50",521,Outgoing,100
"Peter Cook","Laura Hill",Carer,"2021-08-31 12:20:58",44,Incoming,57
"Peter Cook","Dan Taylor",Carer,"2021-09-27 06:22:47",196,Incoming,62
"Peter Cook","Emily Jackson",Carer,"2021-10-01 07:53:37",854,Incoming,81
"Peter Cook","Patrick Walsh",Carer,"2021-09-05 07:51:26",948,Incoming,69
"Peter Cook","Alison Johnson",Carer,"2021-10-03 04:32:12",611,Outgoing,94
"Peter Cook","Melissa Powell",Nurse,"2021-08-23 05:29:00",98,Outgoing,44
"Peter Cook","Jodie Green",Nurse,"2021-09-09 12:38:23",454,Outgoing,81
"Peter Cook","Peter Robinson",Carer,"2021-09-18 07:36:25",911,Outgoing,91
"Peter Cook","Archie Parker",Carer,"2021-08-28 04:08:24",186,Outgoing,33
"Peter Cook","Wendy Watson",Carer,"2021-09-16 07:33:52",399,Outgoing,44
"Peter Cook","Grace Edwards",Carer,"2021-08-27 08:24:07",759,Incoming,78
"Peter Cook","Rachel Saunders",Nurse,"2021-10-05 02:53:12",377,Outgoing,55
"Peter Cook","Eileen Harrison",Carer,"2021-09-29 06:16:44",319,Outgoing,3
"Peter Cook","Tim Hughes",Nurse,"2021-09-16 02:53:20",222,Outgoing,11
"Peter Cook","Layla Griffiths",Carer,"2021-10-04 09:49:38",776,Incoming,40
"Peter Cook","Joe Watson",Carer,"2021-09-21 02:55:47",786,Outgoing,63
"Peter Cook","Lauren Walker",Nurse,"2021-08-29 03:49:52",653,Incoming,41
"Peter Cook","Elliott Murray",Nurse,"2021-08-22 02:57:37",951,Incoming,88
"Peter Cook","Jodie Green",Nurse,"2021-08-31 05:23:40",475,Outgoing,43
"Peter Cook","Selina Palmer",Carer,"2021-09-09 08:53:10",246,Outgoing,59
"Peter Cook","Ben Mitchell",Nurse,"2021-09-17 01:54:53",550,Incoming,86
"Peter Cook","Ben Mitchell",Nurse,"2021-10-03 02:00:47",751,Incoming,6
"Peter Cook","Greg Mitchell",Carer,"2021-09-13 11:10:54",718,Outgoing,49
"Peter Cook","Helen Watson",Carer,"2021-10-04 10:55:35",984,Outgoing,2
"Peter Cook","Joanne Reid",Nurse,"2021-09-06 06:45:23",41,Outgoing,12
"Peter Cook","Tiffany Moore",Carer,"2021-10-14 05:11:46",313,Outgoing,91
"Peter Cook","Melissa Powell",Nurse,"2021-09-18 12:34:44",108,Outgoing,5
"Peter Cook","Dennis Bailey",Carer,"2021-09-29 12:50:09",485,Outgoing,30
"Peter Cook","Cameron Patel",Carer,"2021-10-11 08:25:13",513,Incoming,83
"Peter Cook","Freddie Simpson",Carer,"2021-08-22 04:57:42",346,Incoming,79
"Peter Cook","Ross Rose",Carer,"2021-10-14 01:55:41",738,Outgoing,90
"Peter Cook","Tim Hughes",Nurse,"2021-10-02 09:24:49",505,Incoming,20
"Peter Cook","Carlie Stewart",Carer,"2021-09-16 05:31:59",88,Incoming,21
"Peter Cook","Jamie Ellis",Nurse,"2021-08-25 09:27:10",871,Incoming,49
"Peter Cook","Evelyn Collins",Nurse,"2021-10-06 08:51:24",948,Incoming,99
"Peter Cook","Victoria Harrison",Nurse,"2021-08-30 05:22:06",931,Outgoing,66
"Peter Cook","Toby Richardson",Carer,"2021-09-16 05:31:03",942,Incoming,50
"Peter Cook","Eileen Harrison",Carer,"2021-08-28 07:19:30",609,Incoming,31
"Peter Cook","Jamie Ellis",Nurse,"2021-09-18 04:15:17",840,Outgoing,97
"Peter Cook","Wendy Watson",Carer,"2021-10-13 10:46:54",443,Outgoing,51
"Peter Cook","Kirsten Davies",Nurse,"2021-08-24 04:29:36",501,Outgoing,41
"Peter Cook","Justine Owen",Nurse,"2021-09-18 01:06:14",414,Incoming,45
"Peter Cook","Evelyn Collins",Nurse,"2021-09-30 12:11:11",907,Outgoing,76
"Peter Cook","Jodie Green",Nurse,"2021-09-19 09:07:31",816,Outgoing,43
"Peter Cook","Abigail Matthews",Carer,"2021-09-15 03:01:03",490,Outgoing,40
"Peter Cook","Peter Robinson",Carer,"2021-08-28 08:08:57",972,Incoming,71
"Peter Cook","Abigail Matthews",Carer,"2021-09-07 02:37:54",778,Incoming,83
"Peter Cook","Carlie Stewart",Carer,"2021-10-05 04:10:57",675,Incoming,4
"Peter Cook","Selina Palmer",Carer,"2021-10-01 06:57:22",240,Incoming,31
"Peter Cook","Alison Johnson",Carer,"2021-09-06 01:27:21",799,Incoming,13
"Peter Cook","Tim Hughes",Nurse,"2021-09-20 03:47:15",133,Incoming,21
"Peter Cook","Nikki Rogers",Nurse,"2021-09-17 07:38:31",709,Outgoing,85
"Peter Cook","Sebastian Campbell",Carer,"2021-09-11 05:45:43",391,Incoming,64
"Peter Cook","Tim Hughes",Nurse,"2021-09-23 03:19:50",461,Outgoing,41
"Peter Cook","Laura Hill",Carer,"2021-09-16 01:52:30",300,Incoming,4
"Peter Cook","Patrick Walsh",Carer,"2021-08-27 02:21:28",343,Incoming,55
"Peter Cook","Nick Marshall",Nurse,"2021-08-24 08:11:49",111,Outgoing,78
"Peter Cook","Amber James",Nurse,"2021-08-28 04:43:32",539,Incoming,87
"Peter Cook","Samantha Martin",Nurse,"2021-10-01 05:13:31",526,Incoming,17
"Peter Cook","Samantha Martin",Nurse,"2021-10-06 02:02:11",272,Outgoing,64
"Peter Cook","Gordon Clarke",Carer,"2021-09-10 05:03:42",853,Outgoing,96
"Peter Cook","Phoebe Martin",Carer,"2021-09-06 12:09:03",460,Incoming,46
"Peter Cook","Joe Watson",Carer,"2021-09-03 03:18:04",61,Outgoing,53
"Peter Cook","Jodie Green",Nurse,"2021-09-06 02:27:25",751,Outgoing,75
"Peter Cook","Aaron Lloyd",Carer,"2021-10-01 07:32:05",960,Incoming,46
"Peter Cook","Tony Harris",Carer,"2021-08-30 08:27:58",187,Incoming,67
"Peter Cook","Ross Rose",Carer,"2021-09-22 11:13:09",992,Incoming,76
"Peter Cook","Abigail Matthews",Carer,"2021-08-20 01:04:38",152,Incoming,68
"Peter Cook","Harrison Lloyd",Nurse,"2021-09-08 06:59:27",445,Incoming,11
"Peter Cook","Adam Anderson",Carer,"2021-09-12 03:26:45",253,Incoming,48
"Peter Cook","Leah Robinson",Nurse,"2021-10-05 06:16:59",592,Incoming,57
"Peter Cook","Emily Jackson",Carer,"2021-10-10 11:48:01",17,Incoming,45
"Peter Cook","Mandy Holmes",Nurse,"2021-10-16 04:29:32",778,Incoming,48
"Peter Cook","Sebastian Campbell",Carer,"2021-10-05 06:19:36",855,Outgoing,71
"Peter Cook","Nikki Rogers",Nurse,"2021-08-20 04:54:15",531,Incoming,39
"Peter Cook","Imogen White",Nurse,"2021-10-02 01:23:33",247,Incoming,52
"Peter Cook","Matilda Johnson",Carer,"2021-10-02 12:10:42",485,Incoming,31
"Peter Cook","Grace Edwards",Carer,"2021-10-08 09:24:29",175,Outgoing,16
"Peter Cook","Victoria Harrison",Nurse,"2021-09-25 04:53:13",494,Outgoing,6
"Peter Cook","Theresa Campbell",Carer,"2021-09-20 02:32:14",286,Incoming,23
"Peter Cook","Archie Parker",Carer,"2021-09-04 03:31:48",614,Incoming,39
"Peter Cook","Phoebe Martin",Carer,"2021-10-19 08:26:21",171,Outgoing,45
"Peter Cook","William Holmes",Carer,"2021-09-13 01:10:05",274,Outgoing,97
"Peter Cook","Phoebe Martin",Carer,"2021-08-19 06:49:19",418,Incoming,50
"Peter Cook","Victoria Harrison",Nurse,"2021-09-11 01:17:52",25,Incoming,90
"Peter Cook","Chelsea Carter",Carer,"2021-09-01 01:45:06",568,Outgoing,35
"Peter Cook","Tim Hughes",Nurse,"2021-08-31 11:23:49",840,Incoming,17
"Peter Cook","Grace Edwards",Carer,"2021-10-13 09:48:03",760,Incoming,94
"Peter Cook","Grace Edwards",Carer,"2021-09-13 07:23:33",175,Incoming,22
"Peter Cook","Jennifer Stevens",Nurse,"2021-08-28 01:27:44",589,Outgoing,98
"Peter Cook","Becky Smith",Nurse,"2021-08-26 07:10:37",599,Incoming,4
"Peter Cook","Ben Mitchell",Nurse,"2021-10-11 02:36:22",411,Incoming,40
"Peter Cook","Grant Smith",Nurse,"2021-09-08 07:11:31",680,Outgoing,70
"Peter Cook","Isaac Saunders",Nurse,"2021-08-25 08:22:32",307,Incoming,14
"Peter Cook","Adam Anderson",Carer,"2021-10-17 12:39:57",480,Incoming,80
"Peter Cook","Tony Harris",Carer,"2021-10-01 06:30:25",79,Incoming,25
"Peter Cook","Becky Smith",Nurse,"2021-10-16 12:26:47",960,Outgoing,30
"Peter Cook","Dan Taylor",Carer,"2021-10-05 11:33:07",671,Outgoing,89
"Peter Cook","Caitlin Jones",Carer,"2021-10-06 06:18:01",59,Outgoing,81
"Peter Cook","Phoebe Martin",Carer,"2021-09-15 04:42:18",992,Outgoing,61
"Peter Cook","Alexander Watson",Carer,"2021-09-08 06:22:05",871,Outgoing,66
"Peter Cook","Emily Jackson",Carer,"2021-10-01 07:50:01",41,Incoming,4
"Peter Cook","Justine Owen",Nurse,"2021-09-09 05:36:24",588,Outgoing,22
"Peter Cook","Selina Palmer",Carer,"2021-08-22 12:32:40",651,Incoming,27
"Peter Cook","Adam Anderson",Carer,"2021-08-20 05:56:09",966,Outgoing,40
"Peter Cook","Freddie Simpson",Carer,"2021-10-04 08:29:52",492,Incoming,44
"Peter Cook","Elliott Lloyd",Nurse,"2021-08-21 07:46:50",686,Incoming,93
"Peter Cook","Jamie Ellis",Nurse,"2021-10-03 03:36:55",95,Incoming,18
"Peter Cook","Tim Hughes",Nurse,"2021-09-11 05:21:02",6,Outgoing,10
"Peter Cook","Grace Edwards",Carer,"2021-09-22 12:07:18",782,Incoming,27
"Peter Cook","Wendy Watson",Carer,"2021-10-13 08:14:24",398,Outgoing,28
"Peter Cook","Elliott Murray",Nurse,"2021-08-24 10:04:45",188,Outgoing,58
"Peter Cook","Victoria Harrison",Nurse,"2021-09-12 07:51:45",188,Outgoing,53
"Peter Cook","Emily Jackson",Carer,"2021-09-04 03:43:09",881,Incoming,71
"Peter Cook","Noah Walker",Carer,"2021-10-12 04:06:23",255,Incoming,32
"Peter Cook","Cameron Patel",Carer,"2021-09-06 10:06:15",785,Outgoing,47
"Peter Cook","Kirsten Davies",Nurse,"2021-08-20 07:02:54",391,Outgoing,48
"Peter Cook","Imogen White",Nurse,"2021-09-20 09:27:00",727,Outgoing,78
"Peter Cook","Jodie Green",Nurse,"2021-09-20 03:58:16",797,Outgoing,92
"Peter Cook","Eileen Harrison",Carer,"2021-08-30 11:03:25",25,Incoming,2
"Peter Cook","Mohammed Ross",Carer,"2021-09-18 11:59:55",754,Outgoing,39
"Peter Cook","Amber James",Nurse,"2021-10-08 08:51:16",977,Incoming,2
"Peter Cook","Elliot Green",Nurse,"2021-10-18 06:08:56",260,Incoming,41
"Peter Cook","Dominic Miller",Carer,"2021-08-29 08:39:41",226,Outgoing,0
"Peter Cook","Rachel Saunders",Nurse,"2021-10-12 11:16:53",604,Outgoing,79
"Peter Cook","Kirsten Collins",Nurse,"2021-09-30 10:55:36",914,Incoming,93
"Peter Cook","Lee Khan",Nurse,"2021-10-17 04:37:15",329,Incoming,13
"Peter Cook","Theresa Campbell",Carer,"2021-08-27 11:11:32",702,Incoming,90
"Peter Cook","Joe Watson",Carer,"2021-10-11 03:44:35",387,Incoming,54
"Peter Cook","Georgia Shaw",Nurse,"2021-09-14 05:29:21",520,Incoming,83
"Peter Cook","Jodie Green",Nurse,"2021-09-21 02:33:31",241,Incoming,6
"Peter Cook","Noah Walker",Carer,"2021-08-29 02:47:41",572,Outgoing,68
"Peter Cook","Jodie Green",Nurse,"2021-08-21 03:59:58",579,Outgoing,98
"Peter Cook","Cameron Patel",Carer,"2021-09-24 11:53:05",295,Incoming,32
"Peter Cook","Matilda Johnson",Carer,"2021-10-06 08:26:46",141,Outgoing,25
"Peter Cook","Jonathan Thomas",Carer,"2021-09-05 01:08:24",184,Outgoing,14
"Peter Cook","Eileen Harrison",Carer,"2021-10-11 05:27:21",52,Outgoing,89
"Peter Cook","Toby Richardson",Carer,"2021-09-09 01:49:18",251,Incoming,13
"Peter Cook","Zach Adams",Nurse,"2021-08-28 07:24:24",662,Incoming,30
"Peter Cook","Joel Richardson",Carer,"2021-09-11 04:17:23",862,Outgoing,6
"Peter Cook","Lauren Walker",Nurse,"2021-09-11 10:35:19",390,Incoming,88
"Peter Cook","Eileen Harrison",Carer,"2021-09-02 04:51:51",632,Outgoing,39
"Peter Cook","Helen Watson",Carer,"2021-09-26 03:03:03",800,Incoming,73
"Peter Cook","Adam Anderson",Carer,"2021-10-03 09:00:53",417,Incoming,65
"Peter Cook","Grace Edwards",Carer,"2021-10-08 11:32:19",762,Incoming,13
"Peter Cook","Caitlin Jones",Carer,"2021-10-12 05:02:55",822,Incoming,15
"Peter Cook","Alexander Watson",Carer,"2021-08-28 04:48:01",100,Incoming,54
"Peter Cook","James Clark",Carer,"2021-09-21 04:05:57",135,Incoming,98
"Peter Cook","Sarah Harrison",Carer,"2021-09-01 08:45:49",305,Outgoing,16
"Peter Cook","Pauline Ellis",Carer,"2021-10-10 08:44:38",424,Outgoing,67
"Peter Cook","Georgia Shaw",Nurse,"2021-10-10 05:04:28",678,Incoming,2
"Peter Cook","Ross Rose",Carer,"2021-09-05 03:36:00",439,Incoming,10
"Peter Cook","Nikki Rogers",Nurse,"2021-09-27 03:45:07",560,Incoming,22
"Peter Cook","Helen Watson",Carer,"2021-10-03 03:44:05",344,Incoming,70
"Peter Cook","Elliott Lloyd",Nurse,"2021-09-30 09:11:48",701,Incoming,27
"Peter Cook","Kirsten Davies",Nurse,"2021-10-16 11:20:09",771,Outgoing,32
"Peter Cook","Helen Watson",Carer,"2021-08-26 11:54:51",791,Outgoing,43
"Peter Cook","Sarah Harrison",Carer,"2021-10-11 02:22:03",940,Incoming,48
"Peter Cook","Imogen White",Nurse,"2021-08-19 03:34:23",406,Outgoing,29
"Peter Cook","Phoebe Martin",Carer,"2021-09-25 03:58:35",387,Outgoing,3
"Peter Cook","Rachel Saunders",Nurse,"2021-10-12 11:30:14",714,Outgoing,31
"Peter Cook","Elliott Murray",Nurse,"2021-08-30 02:15:18",104,Outgoing,65
"Peter Cook","Joel Richardson",Carer,"2021-10-16 11:14:34",675,Outgoing,38
"Peter Cook","Lauren Walker",Nurse,"2021-09-05 01:30:15",510,Outgoing,100
"Peter Cook","Joe Evans",Carer,"2021-09-16 01:35:53",132,Outgoing,77
"Peter Cook","Kirsten Davies",Nurse,"2021-09-27 11:34:40",290,Incoming,42
"Peter Cook","Abigail Matthews",Carer,"2021-09-29 05:12:14",259,Outgoing,80
"Peter Cook","Joe Watson",Carer,"2021-09-22 10:14:14",406,Incoming,60
"Peter Cook","Emily Jackson",Carer,"2021-09-05 09:06:30",331,Outgoing,46
"Peter Cook","Carlie Stewart",Carer,"2021-09-07 02:28:42",944,Outgoing,16
"Peter Cook","Nikki Rogers",Nurse,"2021-08-22 01:44:52",306,Incoming,80
"Peter Cook","Jodie Green",Nurse,"2021-08-25 01:06:03",60,Incoming,84
"Peter Cook","Jodie Green",Nurse,"2021-09-01 03:11:27",326,Outgoing,73
"Peter Cook","Greg Mitchell",Carer,"2021-09-14 08:00:24",363,Incoming,30
"Peter Cook","Poppy Evans",Carer,"2021-09-25 11:08:41",679,Incoming,75
"Peter Cook","Dominic Miller",Carer,"2021-09-11 10:41:04",300,Incoming,80
"Peter Cook","Joanne Reid",Nurse,"2021-08-29 05:10:39",136,Incoming,20
"Peter Cook","Zach Adams",Nurse,"2021-08-21 05:19:16",88,Incoming,35
"Peter Cook","Poppy Evans",Carer,"2021-09-05 09:30:13",532,Incoming,30
"Peter Cook","Tim Hughes",Nurse,"2021-10-07 04:45:54",60,Incoming,75
"Peter Cook","Charlotte Morris",Nurse,"2021-10-10 09:43:31",173,Outgoing,34
"Peter Cook","Steve Powell",Carer,"2021-10-09 12:36:47",301,Outgoing,32
"Peter Cook","Joel Richardson",Carer,"2021-10-08 07:56:01",316,Outgoing,92
"Peter Cook","Charlotte Morris",Nurse,"2021-10-17 03:34:45",102,Incoming,99
"Peter Cook","Danielle Moore",Carer,"2021-10-13 04:22:07",454,Outgoing,86
"Peter Cook","Greg Mitchell",Carer,"2021-09-15 10:20:03",937,Incoming,66
"Peter Cook","Kirsten Collins",Nurse,"2021-10-16 11:35:14",832,Outgoing,85
"Peter Cook","Jeremy Lloyd",Nurse,"2021-10-07 11:13:40",747,Outgoing,93
"Peter Cook","Zach Adams",Nurse,"2021-09-26 02:34:27",731,Outgoing,69
"Peter Cook","Danielle Bailey",Nurse,"2021-10-10 09:36:49",217,Outgoing,46
"Peter Cook","Nikki Miller",Carer,"2021-08-22 08:50:02",462,Outgoing,2
"Peter Cook","Alexander Watson",Carer,"2021-09-04 06:18:40",755,Incoming,30
"Peter Cook","Elliott Murray",Nurse,"2021-08-22 02:01:30",550,Outgoing,99
"Peter Cook","Beth Adams",Carer,"2021-09-20 11:48:02",50,Outgoing,9
"Peter Cook","Adam Robinson",Carer,"2021-09-20 11:34:01",725,Incoming,72
"Peter Cook","Joanne Reid",Nurse,"2021-09-22 01:29:33",318,Incoming,33
"Peter Cook","Patrick Walsh",Carer,"2021-10-02 10:22:18",904,Incoming,53
"Peter Cook","Cameron Patel",Carer,"2021-09-04 09:12:43",236,Incoming,28
"Peter Cook","Joanne Reid",Nurse,"2021-08-24 10:22:17",682,Outgoing,62
"Peter Cook","Lauren Walker",Nurse,"2021-10-10 12:43:08",977,Outgoing,12
"Peter Cook","Tim Hughes",Nurse,"2021-10-09 04:17:23",23,Outgoing,55
"Peter Cook","Eileen Harrison",Carer,"2021-09-28 11:43:34",429,Outgoing,55
"Peter Cook","Molly Phillips",Nurse,"2021-09-08 08:46:55",646,Incoming,95
"Peter Cook","Layla Griffiths",Carer,"2021-09-07 10:39:05",168,Incoming,79
"Peter Cook","Elliott Murray",Nurse,"2021-08-26 06:23:09",354,Outgoing,42
"Peter Cook","Joe Evans",Carer,"2021-09-18 09:12:19",626,Outgoing,26
"Peter Cook","Imogen White",Nurse,"2021-10-01 07:25:03",534,Outgoing,55
"Peter Cook","Victoria Harrison",Nurse,"2021-09-22 10:26:06",338,Incoming,13
"Peter Cook","Greg Mitchell",Carer,"2021-09-02 06:26:34",773,Incoming,43
"Peter Cook","Jonathan Thomas",Carer,"2021-10-19 03:23:46",3603,Incoming,99
"Peter Cook","Dan Taylor",Carer,"2021-10-21 07:39:42",3122,Outgoing,29
"Peter Cook","Helen Watson",Carer,"2021-10-13 11:23:20",489,Incoming,73
"Peter Cook","Louis Adams",Carer,"2021-10-20 01:33:23",1437,Incoming,10
"Peter Cook","Grace Edwards",Carer,"2021-10-15 11:02:02",274,Incoming,93
"Peter Cook","Peter Robinson",Carer,"2021-10-16 11:11:18",5069,Incoming,50
"Peter Cook","Imogen White",Nurse,"2021-10-13 07:48:51",6139,Incoming,94
"Peter Cook","Pauline Ellis",Carer,"2021-10-12 01:19:42",9860,Incoming,32
"Peter Cook","Aaron Lloyd",Carer,"2021-10-15 11:10:51",7773,Outgoing,74
"Peter Cook","Alison Johnson",Carer,"2021-10-20 01:21:50",8833,Outgoing,31
"Peter Cook","Noah Walker",Carer,"2021-10-17 06:56:01",964,Incoming,12
"Peter Cook","Greg Mitchell",Carer,"2021-10-17 03:11:57",5806,Incoming,20
"Peter Cook","Ross Rose",Carer,"2021-10-16 11:47:34",3980,Outgoing,16
"Peter Cook","Imogen White",Nurse,"2021-10-19 02:35:26",2884,Outgoing,62
"Peter Cook","Barry Edwards",Nurse,"2021-10-14 07:34:57",9631,Incoming,43
"Peter Cook","Jodie Green",Nurse,"2021-10-18 08:17:25",5527,Incoming,53
"Peter Cook","William Holmes",Carer,"2021-10-13 10:54:38",2101,Incoming,94
"Peter Cook","Aaron Lloyd",Carer,"2021-10-17 12:14:43",9866,Incoming,100
"Peter Cook","Charlotte Morris",Nurse,"2021-10-15 04:45:53",4374,Incoming,55
"Peter Cook","Mohammed Ross",Carer,"2021-10-20 09:37:05",3480,Incoming,97
